AmerSur-G2,AmerSur-G3,Asia1-G1,Asia1-G2,Asia1-G3,Asia1-G4,Asia2-G1,Asia2-G2,Asia2-G3,Asia2-G4,Australia-G1,Australia-G2,Australia-G3,Australia-G4,Australia-G5,USA-G1,USA-G2,USA-G3,USA-G4,USA-G5
,,0.0,1.0,0.0,0.0,0.7647059,0.1176471,0.1176471,0.0,0.05454545,0.3818182,0.5636364,0.0,0.0,0.002890173,0.9942197,0.002890173,0.0,0.0
,,0.0,1.0,0.0,0.0,0.8333333,0.05555556,0.1111111,0.0,0.01408451,0.2676056,0.7183099,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.5526316,0.07894737,0.2894737,0.07894737,0.01052632,0.1894737,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.575,0.075,0.275,0.075,0.007246377,0.1521739,0.8405797,0.0,0.0,0.003067485,0.9969325,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.6341463,0.07317073,0.2195122,0.07317073,0.0,0.1607143,0.8392857,0.0,0.0,0.003676471,0.9963235,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.6428571,0.07142857,0.2142857,0.07142857,0.0,0.1377551,0.8622449,0.0,0.0,0.004219409,0.9957806,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.5945946,0.08108108,0.2432432,0.08108108,0.00456621,0.1278539,0.8675799,0.0,0.0,0.004166667,0.9958333,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004291845,0.1158798,0.8755365,0.004291845,0.0,0.004464286,0.9955357,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004347826,0.1086957,0.8826087,0.004347826,0.0,0.01183432,0.9881657,0.0,0.0,0.0
0.8888889,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003921569,0.07058824,0.9215686,0.003921569,0.0,0.01123596,0.988764,0.0,0.0,0.0
0.9333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003787879,0.06818182,0.9242424,0.003787879,0.0,0.01086957,0.9891304,0.0,0.0,0.0
0.9583333,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.05862069,0.937931,0.003448276,0.0,0.01351351,0.9864865,0.0,0.0,0.0
0.9565217,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04863222,0.9422492,0.009118541,0.0,0.01030928,0.9845361,0.0,0.005154639,0.0
0.9473684,0.0,0.0,1.0,0.0,0.0,0.9782609,0.0,0.02173913,0.0,0.0,0.05037783,0.9370277,0.01259446,0.0,0.0,0.9907834,0.004608295,0.004608295,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.9824561,0.0,0.01754386,0.0,0.0,0.05427975,0.9269311,0.01461378,0.004175365,0.0,0.9903382,0.004830918,0.004830918,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.9821429,0.0,0.01785714,0.0,0.0,0.04363636,0.9381818,0.01454545,0.003636364,0.0,0.9904762,0.004761905,0.004761905,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.9830508,0.0,0.01694915,0.0,0.0,0.04107143,0.9392857,0.01607143,0.003571429,0.0,0.991453,0.004273504,0.004273504,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.9830508,0.0,0.01694915,0.0,0.0,0.03521127,0.9507042,0.01056338,0.003521127,0.008888889,0.9866667,0.004444444,0.0,0.0
,,0.0,1.0,0.0,0.0,0.9615385,0.0,0.03846154,0.0,0.0,0.02656546,0.9525617,0.007590133,0.01328273,0.00990099,0.990099,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.9166667,0.0,0.08333333,0.0,0.0,0.01091703,0.9716157,0.004366812,0.01310044,0.01005025,0.9899497,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.9166667,0.0,0.08333333,0.0,0.0,0.007181329,0.9748654,0.005385996,0.01256732,0.01030928,0.9896907,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.92,0.0,0.08,0.0,0.0,0.006153846,0.9723077,0.009230769,0.01230769,0.009389671,0.9859155,0.004694836,0.0,0.0
,,0.0,1.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.007002801,0.9621849,0.01680672,0.0140056,0.0,0.9955556,0.004444444,0.0,0.0
,,0.0,1.0,0.0,0.0,0.96875,0.0,0.03125,0.0,0.0,0.00486618,0.9695864,0.01946472,0.006082725,0.0,0.9959184,0.004081633,0.0,0.0
,,0.0,1.0,0.0,0.0,0.9705882,0.0,0.02941176,0.0,0.0,0.006282723,0.9685864,0.02094241,0.004188482,0.0,0.9963504,0.003649635,0.0,0.0
,,0.0,1.0,0.0,0.0,0.9814815,0.0,0.01851852,0.0,0.0,0.006030151,0.9628141,0.0281407,0.003015075,0.0,0.9964413,0.003558719,0.0,0.0
,,0.0,1.0,0.0,0.0,0.9772727,0.02272727,0.0,0.0,0.0,0.004140787,0.9627329,0.0300207,0.00310559,0.0,1.0,0.0,0.0,0.0
0.9,0.0,0.0,1.0,0.0,0.0,0.9655172,0.03448276,0.0,0.0,0.0,0.005964215,0.9592445,0.03180915,0.002982107,0.0,1.0,0.0,0.0,0.0
0.9,0.0,0.0,1.0,0.0,0.0,0.969697,0.03030303,0.0,0.0,0.0,0.00744186,0.9553488,0.02976744,0.00744186,0.0,1.0,0.0,0.0,0.0
0.9,0.0,0.0,1.0,0.0,0.0,0.9677419,0.03225806,0.0,0.0,0.0,0.005633803,0.9370892,0.03755869,0.01971831,0.0,1.0,0.0,0.0,0.0
0.9,0.0,,,,,0.9090909,0.09090909,0.0,0.0,0.0,0.004393673,0.9358524,0.03075571,0.02899824,0.0,1.0,0.0,0.0,0.0
0.9,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.005016722,0.9389632,0.02842809,0.02759197,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00252738,0.9452401,0.02611626,0.02611626,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.001913876,0.9416268,0.03157895,0.02488038,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.002754821,0.9550046,0.03030303,0.01193756,0.0,1.0,0.0,0.0,0.0
,,0.125,0.875,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.005928854,0.9624506,0.03063241,0.0009881423,0.0,1.0,0.0,0.0,0.0
,,0.125,0.875,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.004739336,0.957346,0.03791469,0.0,0.0,1.0,0.0,0.0,0.0
,,0.1428571,0.8571429,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.005703422,0.9581749,0.03612167,0.0,0.0,1.0,0.0,0.0,0.0
,,0.1428571,0.8571429,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.005444646,0.9627949,0.03085299,0.000907441,0.0,1.0,0.0,0.0,0.0
,,0.1428571,0.8571429,0.0,0.0,,,,,0.0,0.006910168,0.964462,0.02764067,0.0009871668,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.004338395,0.9642082,0.03036876,0.001084599,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.009070295,0.968254,0.02154195,0.001133787,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.008055236,0.9608746,0.02186421,0.009205984,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.007185629,0.9532934,0.0239521,0.01556886,0.0,0.9925094,0.007490637,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005827506,0.9487179,0.02097902,0.02447552,0.0,0.9924242,0.007575758,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006402049,0.9411012,0.02048656,0.03201024,0.0,0.9921569,0.007843137,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001506024,0.9337349,0.02108434,0.0436747,0.0,0.9896907,0.01030928,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.003478261,0.9304348,0.02086957,0.04521739,0.0,0.988764,0.01123596,0.0,0.0
,,,,,,1.0,0.0,0.0,0.0,0.0,0.003616637,0.9240506,0.0198915,0.05244123,0.0,1.0,0.0,0.0,0.0
,,,,,,1.0,0.0,0.0,0.0,0.0,0.002118644,0.9025424,0.02118644,0.07415254,0.0,1.0,0.0,0.0,0.0
,,,,,,1.0,0.0,0.0,0.0,0.0,0.003992016,0.8942116,0.02794411,0.0738523,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.003853565,0.9055877,0.02504817,0.0655106,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001915709,0.9022989,0.02298851,0.07279693,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003484321,0.01219512,0.9059233,0.02439024,0.05400697,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003616637,0.01446655,0.925859,0.02350814,0.03254973,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003649635,0.01277372,0.9416058,0.02007299,0.02189781,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003846154,0.01538462,0.9326923,0.02115385,0.02692308,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003960396,0.02376238,0.9287129,0.02970297,0.01386139,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.01401869,0.9462617,0.02803738,0.01168224,0.0,0.9952607,0.004739336,0.0,0.0
,,,,,,,,,,0.0,0.01131222,0.9547511,0.02488688,0.009049774,0.0,0.9959514,0.004048583,0.0,0.0
,,,,,,,,,,0.0,0.02139037,0.9385027,0.02139037,0.01871658,0.0,0.9946524,0.005347594,0.0,0.0
,,,,,,,,,,0.0,0.02064897,0.9439528,0.02359882,0.01179941,0.0,0.9932886,0.006711409,0.0,0.0
,,,,,,,,,,0.0,0.0119403,0.9671642,0.0119403,0.008955224,0.0,0.988024,0.01197605,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.01294498,0.961165,0.01618123,0.009708738,0.0,0.9945652,0.005434783,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.03928571,0.9357143,0.01428571,0.01071429,0.0,0.9940828,0.00591716,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.02930403,0.952381,0.01831502,0.0,0.0,0.9948454,0.005154639,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.03018868,0.954717,0.01509434,0.0,0.0,0.9954338,0.00456621,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0387931,0.9439655,0.01724138,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.04545455,0.9444444,0.01010101,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.01129944,0.9717514,0.01694915,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02824859,0.960452,0.01129944,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03067485,0.9509202,0.01840491,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02702703,0.9594595,0.01351351,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,1.0,0.0,0.0,0.0,0.0,0.03726708,0.9503106,0.01242236,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,1.0,0.0,0.0,0.0,0.0,0.04347826,0.9456522,0.01086957,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02906977,0.9593023,0.01162791,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03550296,0.9585799,0.00591716,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02923977,0.9649123,0.005847953,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01554404,0.9792746,0.005181347,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.02040816,0.9795918,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.02222222,0.9777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.01639344,0.9836066,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.01652893,0.9834711,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0212766,0.9787234,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.007874016,0.992126,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.008547009,0.991453,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.009259259,0.9907407,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.01315789,0.9868421,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.01851852,0.9814815,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02380952,0.9761905,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02631579,0.9736842,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.1,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.1428571,0.8571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.9047619,0.0952381,0.0,0.0,0.9883041,0.005847953,0.0,0.005847953
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.9090909,0.09090909,0.0,0.0,0.9876543,0.00617284,0.0,0.00617284
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.9090909,0.09090909,0.0,0.0,0.9857143,0.007142857,0.0,0.007142857
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.9,0.1,0.0,0.0,0.986755,0.006622517,0.0,0.006622517
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.9047619,0.0952381,0.0,0.0,0.9864865,0.006756757,0.0,0.006756757
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,0.0,1.0,0.0,0.0,,,,,0.0,0.05882353,0.9411765,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0625,0.9375,0.0,0.0,0.0,0.9954128,0.0,0.0,0.004587156
,,,,,,,,,,0.0,0.0625,0.9375,0.0,0.0,0.0,0.9949495,0.0,0.0,0.005050505
,,,,,,,,,,0.0,0.06666667,0.9333333,0.0,0.0,0.0,0.9887006,0.0,0.0,0.01129944
,,,,,,,,,,0.0,0.07142857,0.9285714,0.0,0.0,0.0,0.9878049,0.0,0.0,0.01219512
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9826087,0.0,0.0,0.0173913
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9918033,0.0,0.0,0.008196721
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.986014,0.0,0.0,0.01398601
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9937107,0.0,0.0,0.006289308
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9932432,0.0,0.0,0.006756757
,,,,,,,,,,0.0,0.0,0.9230769,0.07692308,0.0,0.0,0.9950249,0.0,0.0,0.004975124
0.0,0.0,,,,,,,,,0.0,0.0,0.9230769,0.07692308,0.0,0.0,0.995614,0.0,0.0,0.004385965
0.0,0.0,,,,,,,,,0.0,0.0,0.9166667,0.08333333,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,,,,,,,,0.0,0.0,0.9166667,0.08333333,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,,,,,,,,0.0,0.0,0.9166667,0.08333333,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,0.9527559,0.0,0.0,0.04724409
,,,,,,,,,,,,,,,0.0,0.9602649,0.0,0.0,0.0397351
,,,,,,,,,,,,,,,0.0,0.962963,0.0,0.0,0.03703704
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9665272,0.008368201,0.0,0.0251046
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.968254,0.007936508,0.0,0.02380952
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9905213,0.009478673,0.0,0.0
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9881657,0.01183432,0.0,0.0
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9865772,0.01342282,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9418605,0.04651163,0.0,0.01162791
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9431818,0.04545455,0.0,0.01136364
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.952381,0.03809524,0.0,0.00952381
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.9519231,0.03846154,0.0,0.009615385
,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.950495,0.03960396,0.0,0.00990099
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,0.9642857,0.01785714,0.0,0.01785714
,,,,,,,,,,,,,,,0.0,0.9636364,0.01818182,0.0,0.01818182
,,,,,,,,,,,,,,,0.0,0.9642857,0.01785714,0.0,0.01785714
,,,,,,,,,,,,,,,0.0,0.9464286,0.01785714,0.0,0.03571429
,,,,,,,,,,,,,,,0.0,0.9473684,0.01754386,0.0,0.03508772
,,,,,,,,,,,,,,,0.0,0.9375,0.0,0.0,0.0625
,,,,,,,,,,,,,,,0.0,0.8076923,0.0,0.0,0.1923077
,,,,,,,,,,,,,,,0.0,0.8387097,0.0,0.0,0.1612903
,,,,,,,,,,,,,,,0.0,0.7804878,0.02439024,0.0,0.195122
,,,,,,,,,,,,,,,0.0,0.7333333,0.02222222,0.0,0.2444444
,,,,,,,,,,,,,,,0.0,0.754717,0.01886792,0.0,0.2264151
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.8125,0.02083333,0.0,0.1666667
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.7777778,0.02222222,0.0,0.2
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.8214286,0.0,0.0,0.1785714
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.9438202,0.0,0.0,0.05617978
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.9574468,0.0,0.0,0.04255319
,,,,,,,,,,,,,,,0.0,0.9583333,0.0,0.0,0.04166667
,,,,,,,,,,,,,,,0.0,0.9606299,0.0,0.0,0.03937008
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.9635036,0.0,0.0,0.03649635
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.9710145,0.0,0.0,0.02898551
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.9642857,0.0,0.0,0.03571429
,,1.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.96,0.0,0.0,0.04
